Avail_Cu,Avail_Mn,pH,EC,OC,Avail_P,Exch_K,Avail_Ca,Avail_Mg,Avail_S,Avail_Zn,Avail_B,Avail_Fe,Crop_type
1.28,25.97,8.18,0.77,0.62,11.06,146,5423,1385,104.95,0.45,2.4,8.71,cotton
0.9,10.96,7.48,0.16,0.31,14.11,92,905,328,2.84,0.72,0.55,6.07,cotton
0.88,18.12,6.52,0.07,0.25,9.67,64,687,115,2.2,0.45,0.25,12.82,cotton
0.73,9.81,7.9,0.13,0.34,10.86,81,1087,318,2.89,0.82,0.5,4.39,cotton
2.29,17.41,7.57,0.19,0.56,33.43,222,1857,542,15.22,1.09,0.98,6.17,cotton
1.68,17.89,8.23,0.36,0.43,32.08,143,1357,675,14.55,0.92,1.36,5.6,cotton
0.79,10.17,8.71,0.4,0.29,10.27,101,2622,242,14.52,0.32,0.8,6.97,cotton
1.8,38.96,5.76,0.12,0.43,19.91,134,923,204,11.58,1.0,0.86,10.24,cotton
1.65,22.99,6.13,0.14,0.42,38.49,136,1229,189,11.06,0.83,0.91,10.46,cotton
1.35,22.46,6.93,0.24,0.39,24.13,89,1890,197,7.61,0.51,0.52,10.38,cotton
1.27,14.82,6.18,0.1,0.17,8.96,46,1269,177,3.5,0.24,0.38,7.87,cotton
0.98,10.54,8.3,0.36,0.38,7.63,237,6841,732,7.63,0.39,1.01,9.97,cotton
1.7,16.03,7.81,0.23,0.4,15.9,118,1443,508,11.29,1.77,1.04,3.19,cotton
1.3,23.82,7.19,0.37,0.42,29.15,183,2231,183,16.47,0.63,0.95,12.14,cotton
1.03,23.45,5.96,0.14,0.34,23.65,91,504,101,9.47,0.64,0.58,17.64,cotton
0.71,15.81,6.62,0.18,0.26,12.64,69,740,87,9.05,2.37,0.41,9.28,cotton
1.18,10.91,7.95,0.37,0.43,9.29,185,5205,225,17.65,0.74,0.89,6.94,cotton
0.97,8.26,8.05,0.4,0.41,7.08,323,6992,963,16.8,0.34,0.96,8.61,cotton
1.32,6.1,7.48,0.08,0.18,1.72,81,3074,265,4.67,0.15,0.46,4.41,cotton
1.28,13.61,7.07,0.15,0.48,17.93,103,2070,218,6.15,0.37,0.74,5.18,cotton
0.95,5.95,7.98,0.17,0.3,8.55,85,5719,514,3.35,0.28,0.46,3.7,cotton
0.64,12.12,6.61,0.12,0.28,19.58,132,742,115,6.9,0.39,0.52,5.2,cotton
0.64,13.85,6.53,0.08,0.37,9.3,74,683,139,3.48,0.35,0.41,7.01,cotton
0.42,6.15,7.67,0.19,0.47,11.83,175,860,207,8.07,0.37,0.59,5.64,cotton
0.47,15.16,5.64,0.04,0.17,11.79,45,338,64,2.22,0.25,0.18,10.91,cotton
0.68,10.95,7.64,0.3,0.31,24.06,100,1109,234,13.0,0.63,0.51,6.42,cotton
0.83,10.69,8.0,0.25,0.35,7.44,88,1120,170,6.92,0.3,0.49,6.1,cotton
1.29,19.02,8.22,0.31,0.32,5.46,212,9156,1006,4.54,0.4,0.93,13.81,cotton
1.03,8.57,8.63,0.23,0.42,4.11,196,7970,1164,3.45,0.44,1.02,12.29,cotton
1.02,13.15,8.16,2.44,0.47,6.6,172,7054,818,55.31,0.38,1.43,11.78,cotton
1.44,20.59,8.31,0.28,0.35,6.02,298,9007,1197,6.34,0.46,1.22,13.88,cotton
1.49,24.34,8.3,0.73,0.46,1.56,193,7754,1056,78.93,0.42,1.97,12.9,cotton
1.31,19.43,8.11,0.71,0.38,5.86,205,8982,848,17.01,0.4,0.79,13.44,cotton
0.41,3.32,6.94,0.13,0.24,22.77,120,668,102,6.66,0.35,0.46,4.03,cotton
0.7,13.54,6.62,0.13,0.23,20.09,103,598,107,7.07,0.37,0.55,6.05,cotton
0.58,6.06,8.52,0.25,0.23,9.19,129,3474,244,10.48,0.27,0.62,5.28,cotton
0.51,11.05,6.34,0.08,0.13,21.07,66,266,36,3.2,0.39,0.22,7.24,cotton
0.4,5.52,8.55,0.5,0.14,14.69,79,2001,144,18.55,0.31,0.72,4.02,cotton
0.58,10.9,7.66,0.15,0.23,16.95,83,703,102,5.6,0.4,0.41,3.87,cotton
0.91,16.22,6.83,0.37,0.38,25.9,133,839,166,31.81,0.55,0.77,7.06,cotton
0.72,3.66,8.75,0.25,0.2,5.58,54,2323,82,4.69,0.36,0.49,2.14,cotton
0.45,8.47,7.12,0.21,0.18,13.16,48,631,97,4.92,0.28,0.34,4.91,cotton
1.48,21.08,5.86,0.05,0.23,39.02,69,1003,203,3.51,0.36,0.44,24.7,cotton
0.91,14.41,8.12,0.52,0.41,27.5,130,3194,378,18.78,0.78,0.96,3.16,cotton
0.84,7.92,8.14,1.28,0.3,28.61,62,1200,462,57.73,2.36,1.09,2.65,cotton
0.67,6.05,8.0,0.26,0.29,17.94,99,2498,195,8.22,0.36,0.61,7.04,cotton
0.68,11.74,7.5,1.13,1.01,109.09,709,1709,222,28.6,1.86,1.41,4.82,cotton
1.28,31.55,6.46,0.18,0.35,46.76,108,1145,342,11.09,0.5,0.46,24.62,cotton
0.58,7.64,8.31,0.44,0.21,22.0,71,998,187,10.49,0.55,0.39,3.83,cotton
0.91,17.09,6.52,0.08,0.19,12.11,78,1180,302,3.16,0.26,0.31,14.47,cotton
0.56,19.16,6.7,0.15,0.19,13.77,70,303,44,5.07,1.04,0.25,7.89,cotton
0.71,18.51,7.84,0.48,0.29,18.74,116,938,380,23.89,1.01,0.78,5.32,cotton
0.73,7.96,6.49,0.05,0.17,23.4,60,627,99,1.69,0.32,0.18,11.0,cotton
0.63,12.45,7.44,0.14,0.41,14.12,190,654,126,6.04,0.57,0.43,6.87,cotton
0.51,4.05,8.79,0.26,0.29,15.72,105,818,238,11.17,0.38,0.69,2.91,cotton
0.63,7.46,8.51,0.21,0.29,21.09,124,765,296,9.72,0.33,0.88,2.4,cotton
0.49,5.64,7.61,0.15,0.29,13.64,101,803,155,10.76,0.34,0.47,3.77,cotton
0.28,3.18,9.43,0.27,0.15,1.94,60,1115,106,6.14,0.15,0.38,1.72,cotton
0.84,9.94,8.4,0.66,0.44,38.01,118,1225,487,25.28,0.51,1.5,3.0,cotton
0.35,5.17,7.98,0.15,0.18,7.1,66,898,121,4.94,0.25,0.39,4.27,cotton
0.65,6.38,7.18,0.12,0.21,16.23,112,1031,179,5.87,0.26,0.48,7.17,cotton
0.49,6.33,7.98,0.22,0.32,25.36,89,750,266,7.68,0.53,0.34,3.21,cotton
0.95,6.49,8.6,0.22,0.27,4.79,157,1264,473,6.82,0.35,0.7,5.09,cotton
0.77,18.03,6.76,0.1,0.22,11.31,68,613,191,5.2,0.43,0.27,7.99,cotton
0.49,4.61,8.32,0.31,0.26,22.33,62,1244,216,14.64,0.57,0.41,2.61,cotton
0.67,5.54,7.38,0.2,0.28,22.8,82,659,178,9.64,0.73,0.42,3.51,cotton
0.66,9.05,7.89,0.33,0.39,47.36,108,915,282,24.48,0.9,0.73,4.53,cotton
0.45,8.24,7.03,0.12,0.18,13.8,77,414,98,3.94,0.43,0.2,5.36,cotton
1.04,19.66,6.74,0.4,0.55,44.89,177,982,307,18.9,1.0,1.02,8.05,cotton
0.66,10.15,7.58,0.18,0.24,34.7,64,663,198,7.92,0.53,0.26,7.21,cotton
0.5,9.53,6.56,0.13,0.18,20.4,59,458,113,8.4,0.61,0.24,7.17,cotton
1.1,4.46,8.18,0.33,0.47,29.28,181,1067,512,12.38,0.95,1.08,2.02,cotton
0.63,6.86,8.3,0.44,0.49,25.25,142,1254,479,19.36,0.59,0.75,2.67,cotton
1.08,18.95,6.56,0.23,0.31,13.53,108,674,144,9.4,0.46,0.49,11.93,cotton
0.81,3.89,8.94,7.9,0.16,4.06,150,1263,204,58.45,0.2,2.43,4.47,cotton
0.41,4.35,8.11,0.23,0.21,7.7,96,904,220,6.99,0.21,0.49,3.54,cotton
0.74,7.44,8.44,0.4,0.16,6.86,73,1137,308,8.45,0.17,0.71,5.55,cotton
0.55,6.36,8.1,0.15,0.3,13.54,82,997,178,3.78,0.26,0.38,6.08,cotton
0.61,15.39,5.86,0.06,0.36,17.83,115,503,115,5.16,0.36,0.37,18.43,cotton
0.74,6.36,8.24,0.2,0.34,22.63,151,1233,268,8.52,0.31,0.58,4.93,cotton
0.57,3.52,8.8,0.68,0.19,9.29,80,827,352,23.6,0.42,0.66,2.13,cotton
0.6,6.96,8.07,0.17,0.35,22.67,134,685,335,3.27,0.38,0.5,3.14,cotton
0.5,6.64,7.95,0.25,0.37,49.66,97,928,382,20.79,0.44,0.65,4.61,cotton
0.74,5.98,7.96,0.17,0.49,23.24,130,1245,220,4.94,0.36,0.52,5.51,cotton
0.52,8.8,7.98,0.2,0.38,15.19,153,1125,122,8.52,0.36,0.54,5.19,cotton
0.43,5.21,8.27,0.41,0.34,20.81,173,1263,264,11.42,0.27,0.63,2.33,cotton
0.48,10.66,7.12,0.13,0.37,21.66,109,626,201,4.7,0.34,0.44,8.09,cotton
0.94,8.69,8.32,0.39,0.44,24.5,169,1134,467,22.48,0.3,0.86,12.67,cotton
0.64,12.13,7.63,0.25,0.44,31.4,109,848,312,8.52,0.39,0.47,3.83,cotton
0.46,13.8,7.69,0.42,0.29,19.65,133,829,237,14.75,0.31,0.54,4.09,cotton
0.98,12.89,8.02,0.38,0.52,47.27,209,1135,621,13.15,0.86,1.16,3.99,cotton
0.69,13.94,6.87,0.08,0.24,13.31,102,954,285,2.83,0.53,0.34,7.71,cotton
1.04,13.3,7.29,0.35,0.49,28.75,226,1222,268,7.15,0.3,0.59,8.97,cotton
0.7,5.95,7.87,0.19,0.33,19.88,89,1148,183,3.25,0.47,0.33,7.0,cotton
0.8,7.25,8.2,0.2,0.57,24.7,125,1248,310,6.3,0.4,0.54,5.55,cotton
0.47,10.54,6.52,0.11,0.32,10.62,87,395,87,3.71,0.39,0.21,4.27,cotton
0.76,8.81,8.27,0.27,0.28,12.65,147,1264,244,10.15,0.27,0.61,8.66,cotton
0.56,5.46,8.41,0.3,0.39,39.51,138,1263,473,15.86,0.31,0.81,2.32,cotton
0.31,6.23,7.6,0.19,0.65,37.77,327,878,325,8.38,0.69,0.51,11.87,cotton
0.47,9.62,7.63,0.3,0.3,53.85,74,811,231,22.55,0.64,0.38,3.93,cotton
0.41,4.26,8.88,0.69,0.24,3.47,108,1262,274,11.0,0.19,0.81,3.18,cotton
0.3,5.16,8.92,0.21,0.17,1.7,74,1024,105,5.75,0.2,0.28,2.03,cotton
1.22,19.35,7.61,0.29,0.37,6.96,191,1172,242,12.47,0.38,0.65,6.14,cotton
0.62,8.56,8.6,0.32,0.23,4.86,153,1264,263,9.07,0.23,0.55,5.32,cotton
1.03,19.33,7.22,0.16,0.39,17.46,121,819,228,8.45,0.58,0.48,7.28,cotton
0.38,5.19,8.54,0.14,0.33,6.54,77,1257,119,4.36,0.27,0.34,3.07,cotton
0.77,10.54,8.44,0.48,0.42,12.94,123,1186,267,14.13,0.34,0.81,3.67,cotton
0.78,17.86,6.83,0.11,0.28,18.4,110,639,181,5.54,0.39,0.32,7.17,cotton
0.68,7.14,8.39,0.14,0.26,4.7,108,1249,135,4.21,0.22,0.32,3.97,cotton
0.6,11.89,8.25,0.19,0.36,6.61,117,1261,168,7.27,0.26,0.53,3.88,cotton
0.44,7.2,7.74,0.17,0.22,20.28,64,609,148,11.29,0.72,0.26,4.95,cotton
1.2,14.56,7.87,0.22,0.43,14.66,158,1116,344,6.13,0.53,0.56,4.91,cotton
0.52,4.39,8.12,0.22,0.19,23.63,89,870,134,7.49,0.3,0.25,8.1,cotton
0.67,9.74,7.75,0.31,0.22,3.46,73,919,202,4.28,0.16,0.35,5.75,cotton
0.75,13.39,6.85,0.16,0.34,14.92,73,540,125,5.12,0.45,0.34,9.63,cotton
0.62,8.6,8.31,0.11,0.2,10.71,118,1029,180,4.54,0.76,0.63,1.96,cotton
0.6,2.48,6.65,0.08,0.12,12.38,75,327,126,2.69,0.58,0.52,15.92,cotton
0.66,15.36,6.74,0.05,0.13,3.46,64,381,137,2.14,0.26,0.46,10.92,cotton
0.62,16.22,6.31,0.03,0.16,2.82,129,445,124,2.33,0.18,0.44,7.72,cotton
0.28,4.76,8.6,0.09,0.09,4.74,62,451,163,2.93,0.24,0.49,0.92,cotton
1.96,9.9,8.88,0.09,0.57,20.39,161,3567,1141,28.03,0.44,3.53,25.7,cotton
1.3,10.52,8.4,0.37,0.44,5.76,131,5230,528,57.22,0.3,1.92,3.72,cotton
2.56,8.84,8.75,0.49,0.58,28.67,195,3446,1308,152.08,0.48,4.31,20.34,cotton
2.24,10.5,8.55,0.17,0.71,16.84,111,3713,1010,7.84,0.62,1.55,26.24,cotton
1.96,8.36,8.72,0.28,0.43,9.65,137,3737,1220,13.26,0.28,1.62,18.32,cotton
2.84,9.12,8.4,1.04,0.62,21.75,156,3318,1404,129.93,0.4,3.28,38.98,cotton
2.08,9.78,8.56,0.21,0.7,26.74,112,3094,1136,9.77,0.48,2.15,34.22,cotton
1.46,25.48,8.21,0.72,1.06,19.86,527,3185,840,38.84,0.7,2.71,5.6,cotton
1.1,8.86,8.45,0.13,0.36,3.38,189,3477,796,3.74,0.32,1.24,2.28,cotton
2.16,9.76,8.4,0.4,0.74,39.29,495,2749,990,22.77,0.9,2.09,26.14,cotton
2.28,14.46,8.95,0.37,0.58,10.52,346,2529,820,24.48,0.54,2.68,29.64,cotton
3.98,14.82,8.5,1.11,0.68,83.72,1402,2776,1414,110.18,1.16,4.93,73.16,cotton
1.2,7.52,8.51,0.25,0.14,6.52,122,6625,1092,23.83,0.28,0.95,3.78,cotton
1.74,7.12,8.79,0.22,0.49,9.87,169,3871,1006,10.73,0.3,2.13,10.6,cotton
1.06,7.62,8.6,0.12,0.23,3.3,71,1593,430,5.83,0.24,0.69,3.46,cotton
1.02,8.1,8.36,0.08,0.36,5.83,100,2245,445,3.06,0.32,0.84,3.2,cotton
0.82,6.62,8.57,0.1,0.23,7.08,98,2979,219,3.41,0.3,0.46,1.74,cotton
0.9,8.24,8.22,0.08,0.29,8.66,94,2197,271,4.18,0.3,0.48,1.94,cotton
0.58,7.58,7.7,0.05,0.25,3.05,95,913,148,3.59,0.52,0.51,2.82,cotton
0.86,11.48,7.02,0.09,0.31,6.12,65,1386,231,3.81,0.28,0.56,3.68,cotton
1.96,22.74,7.83,0.2,0.39,8.51,213,1941,446,7.94,0.4,0.79,5.52,cotton
0.34,12.84,6.42,0.07,0.18,10.42,42,343,71,3.89,0.22,0.2,5.84,cotton
1.2,12.92,8.9,0.19,0.28,9.81,45,1438,453,18.41,1.54,0.73,16.54,cotton
0.3,7.68,6.53,0.08,0.19,6.49,52,364,80,4.31,0.22,0.19,4.12,cotton
0.3,10.86,6.1,0.06,0.2,6.53,41,346,74,4.89,0.2,0.2,5.28,cotton
0.55,7.44,6.8,0.05,0.13,10.51,103,306,68,1.75,0.4,0.24,8.35,cotton
0.65,10.54,6.73,0.08,0.08,23.58,134,353,69,2.83,0.46,0.26,13.91,cotton
0.66,6.2,8.4,0.12,0.46,12.11,447,1239,294,3.88,0.41,1.1,2.79,cotton
0.66,10.3,6.52,0.07,0.12,13.0,110,405,77,5.38,0.31,0.23,7.83,cotton
2.01,23.82,6.5,0.08,0.13,33.66,226,494,125,4.24,0.68,0.66,28.03,cotton
1.42,9.55,8.2,0.21,0.43,24.06,680,1123,508,11.85,0.74,2.19,3.77,cotton
0.52,8.86,5.86,0.03,0.1,17.07,55,171,31,2.5,0.36,0.21,15.24,cotton
1.11,17.02,6.24,0.05,0.11,15.47,190,473,117,3.24,0.25,0.37,12.54,cotton
1.08,16.97,5.95,0.06,0.13,18.98,169,394,104,4.4,0.27,0.35,13.69,cotton
0.68,10.75,6.45,0.09,0.14,15.22,144,399,83,4.31,0.37,0.2,10.64,cotton
0.79,7.67,8.22,0.12,0.34,13.72,423,1026,376,3.63,0.51,1.02,2.89,cotton
0.71,9.46,6.48,0.05,0.13,13.34,114,404,98,1.84,0.29,0.29,7.01,cotton
0.36,6.23,6.91,0.04,0.12,9.46,77,285,49,1.63,0.3,0.22,4.86,cotton
0.99,13.85,6.1,0.04,0.21,11.79,154,485,104,2.36,0.32,0.45,17.56,cotton
1.18,15.22,6.1,0.05,0.15,14.31,105,521,135,1.7,0.26,0.35,12.11,cotton
1.43,8.42,8.81,0.26,0.13,13.45,152,328,77,18.09,0.5,1.7,33.48,cotton
0.89,7.98,6.62,0.07,0.16,9.84,166,646,151,2.14,0.25,0.37,4.9,cotton
1.47,17.65,6.36,0.06,0.24,18.94,187,714,191,2.57,0.32,0.42,14.07,cotton
0.31,6.98,6.3,0.04,0.13,12.35,62,200,37,1.56,0.47,0.21,7.99,cotton
0.82,7.53,8.24,0.09,0.32,14.59,436,906,288,3.84,0.5,1.03,2.18,cotton
0.61,5.03,8.4,0.15,0.29,4.19,237,1218,380,4.06,0.22,1.14,2.28,cotton
0.63,6.35,8.58,0.17,0.38,14.8,614,1146,252,4.34,0.49,1.24,2.23,cotton
0.83,9.57,6.66,0.06,0.17,11.91,147,526,130,1.69,0.24,0.23,9.28,cotton
0.78,10.25,6.45,0.04,0.14,11.25,132,472,110,1.51,0.26,0.24,8.59,cotton
1.21,10.14,8.05,0.33,0.37,9.83,303,1045,481,51.89,0.41,1.28,3.66,cotton
1.15,14.78,7.18,0.07,0.24,6.67,223,740,166,2.55,0.26,0.81,7.29,cotton
1.19,18.59,6.3,0.08,0.09,3.87,128,674,201,12.84,0.23,0.52,12.81,cotton
0.76,8.71,8.47,0.17,0.54,10.93,657,1237,337,4.27,0.36,1.45,2.76,cotton
0.75,8.63,8.47,0.19,0.52,14.02,610,1238,331,5.06,0.45,1.6,2.66,cotton
0.92,11.47,8.25,0.33,0.77,16.07,781,1180,409,7.11,0.84,2.03,3.67,cotton
0.06,0.01,9.0,0.91,0.09,6.78,160,742,79,42.65,0.03,2.98,0.04,cotton
0.06,0.01,8.25,0.14,0.34,11.87,346,863,236,3.4,0.03,0.97,0.04,cotton
1.13,5.9,7.26,0.06,0.18,5.53,134,485,111,2.12,0.65,0.43,4.17,cotton
0.57,7.06,6.52,0.06,0.14,13.13,105,374,95,2.25,0.26,0.54,5.31,cotton
0.98,10.72,6.8,0.07,0.18,6.38,144,705,178,2.41,0.27,0.55,8.35,cotton
0.06,0.01,8.24,0.22,0.29,15.73,164,1154,403,5.3,0.03,1.24,0.04,cotton
1.06,14.28,6.44,0.05,0.1,3.48,143,484,133,2.35,0.27,0.39,9.91,cotton
0.76,7.8,8.23,0.12,0.24,5.16,196,1063,263,3.83,0.32,0.9,3.1,cotton
1.1,16.72,6.55,0.07,0.14,12.49,131,579,137,3.36,0.26,0.43,9.74,cotton
0.82,11.93,6.02,0.08,0.11,18.9,120,314,118,2.93,0.22,0.46,10.91,cotton
0.52,7.63,6.81,0.06,0.05,19.23,114,323,57,2.32,0.3,0.26,7.01,cotton
0.73,11.61,6.95,0.08,0.09,20.38,196,417,92,1.47,0.7,0.28,5.79,cotton
0.6,8.92,7.34,0.07,0.11,14.68,179,387,86,1.64,0.61,0.35,4.34,cotton
1.37,12.33,6.85,0.06,0.14,3.22,190,674,166,2.11,0.38,0.56,6.04,cotton
0.76,8.64,7.55,0.12,0.23,12.81,159,634,212,3.79,0.39,0.53,4.08,cotton
0.63,10.77,7.65,0.11,0.09,6.54,189,388,161,3.72,0.63,0.4,3.53,cotton
0.57,9.86,7.1,0.05,0.86,6.56,76,356,81,1.46,0.22,0.21,8.02,cotton
0.31,9.27,6.5,0.07,0.12,10.52,78,161,36,2.31,0.38,0.16,7.12,cotton
1.03,13.46,7.65,0.13,0.25,11.58,294,841,195,4.14,0.48,0.79,5.0,cotton
0.4,6.96,8.8,0.35,0.17,17.72,500,971,94,12.95,1.62,0.75,3.24,cotton
1.29,11.83,8.3,0.14,0.15,4.06,174,1167,186,1.98,0.33,0.51,3.73,cotton
0.33,9.59,7.55,0.11,0.13,7.02,85,210,45,2.82,0.46,0.27,3.64,cotton
2.68,7.87,7.11,0.11,0.13,11.32,111,274,51,2.1,1.69,0.25,5.08,cotton
0.48,10.95,6.36,0.04,0.07,6.16,70,182,38,1.33,0.22,0.16,6.17,cotton
4.51,9.28,6.71,0.1,0.15,10.34,103,344,94,4.38,2.87,0.37,31.45,cotton
0.69,7.79,7.2,0.11,0.2,6.7,128,497,111,4.27,0.35,0.39,4.9,cotton
0.66,9.29,6.4,0.09,0.18,4.11,142,339,67,3.85,0.25,0.36,4.38,cotton
1.08,40.14,6.82,0.17,0.39,5.79,109,859,212,11.77,0.78,0.69,10.9,cotton
