Avail_Cu,Avail_Mn,pH,EC,OC,Avail_P,Exch_K,Avail_Ca,Avail_Mg,Avail_S,Avail_Zn,Avail_B,Avail_Fe,Crop_type
3.04,14.54,8.4,0.33,0.54,20.03,127,2580,724,18.23,2.14,2.44,27.36,maize
1.4,9.46,8.32,0.29,0.28,3.02,105,1906,543,12.99,0.78,1.64,8.4,maize
1.68,34.0,7.42,0.14,0.4,12.77,146,1073,347,9.1,1.16,0.94,11.38,maize
1.96,36.16,7.85,0.28,0.49,11.98,180,1213,405,20.0,1.34,1.59,11.44,maize
1.2,17.52,7.78,0.21,0.43,20.78,127,1306,372,11.47,0.68,1.6,6.46,maize
3.31,23.85,7.48,0.19,0.34,8.15,75,1161,247,21.45,0.68,0.67,102.18,maize
1.08,15.44,6.45,0.08,0.19,12.58,55,342,48,4.03,0.69,0.22,28.01,maize
0.76,6.03,6.45,0.07,0.09,14.26,38,408,36,6.4,1.29,0.13,17.94,maize
1.24,22.55,7.72,0.06,0.08,5.4,116,1519,214,1.48,0.35,0.44,13.62,maize
0.99,27.14,4.81,0.15,0.21,15.84,52,308,50,20.7,0.44,0.39,30.82,maize
0.87,16.62,6.22,0.05,0.09,13.22,68,390,53,5.86,0.55,0.14,27.86,maize
1.28,25.16,5.07,0.08,0.22,6.56,83,322,59,8.95,0.48,0.42,14.46,maize
1.23,57.85,5.32,0.02,0.23,1.25,51,207,36,1.26,0.71,0.18,22.01,maize
0.92,40.72,6.51,0.05,0.21,5.43,63,318,41,3.01,0.87,0.3,27.08,maize
0.46,5.94,5.17,0.01,0.23,1.83,40,86,5,0.81,0.22,0.13,11.03,maize
2.6,42.63,6.81,0.21,0.61,9.54,65,1381,162,11.58,0.53,1.39,60.88,maize
1.23,24.73,7.05,0.07,0.12,14.15,211,605,97,3.38,0.87,0.51,12.55,maize
1.43,7.59,7.75,0.09,0.26,15.39,49,780,175,3.69,0.44,0.62,19.67,maize
0.54,16.72,6.95,0.07,0.46,7.26,39,306,39,2.1,0.66,0.27,10.36,maize
1.94,28.89,4.48,0.07,0.51,11.69,82,692,121,5.86,0.35,0.7,31.05,maize
1.16,9.08,7.4,0.22,0.24,14.21,355,962,330,6.26,0.41,1.2,10.02,maize
1.64,11.3,7.1,0.14,0.6,38.92,95,722,134,5.42,1.09,0.71,58.91,maize
1.44,22.51,6.24,0.18,0.42,27.72,124,545,87,8.16,1.02,0.48,38.33,maize
1.53,9.94,6.5,0.09,0.5,21.5,99,964,224,4.4,0.79,0.8,22.66,maize
0.83,6.55,7.75,0.12,0.26,16.52,101,1046,229,4.52,0.35,1.04,11.98,maize
