Avail_Cu,Avail_Mn,pH,EC,OC,Avail_P,Exch_K,Avail_Ca,Avail_Mg,Avail_S,Avail_Zn,Avail_B,Avail_Fe,Crop_type
1.82,1.22,7.81,0.46,0.49,31.84,105,1144,431,34.18,0.46,1.47,73.14,paddy
1.92,6.22,8.3,0.43,0.62,16.18,89,2742,404,56.41,2.3,1.43,51.56,paddy
1.36,4.48,8.33,0.64,0.36,9.57,78,2373,281,86.75,1.5,0.98,38.98,paddy
1.94,23.24,5.92,0.52,0.42,8.27,68,1021,262,148.45,0.56,1.39,90.84,paddy
1.86,2.1,7.88,1.18,0.47,13.26,89,2369,407,323.26,1.2,1.21,39.6,paddy
1.88,0.88,8.5,0.51,0.43,33.22,127,2745,362,39.17,2.48,1.21,42.72,paddy
1.3,4.48,8.13,0.65,0.55,19.46,77,2117,312,97.68,1.96,1.48,40.08,paddy
3.34,10.34,7.8,0.52,0.67,47.51,165,1925,675,60.11,5.3,2.04,84.52,paddy
5.04,7.6,8.54,0.64,0.74,55.92,564,3007,633,61.69,1.78,2.24,101.54,paddy
3.02,8.44,8.21,0.52,0.47,28.49,191,2611,882,80.91,1.26,1.87,54.14,paddy
1.66,4.14,8.0,0.43,0.32,28.32,88,1094,296,62.26,4.64,1.35,62.54,paddy
2.12,2.3,8.26,0.75,0.48,30.23,103,2686,432,103.5,5.12,1.7,78.34,paddy
1.66,2.42,8.0,0.55,0.58,29.89,156,2536,483,61.23,1.02,1.45,14.58,paddy
1.6,6.64,7.6,0.26,0.42,18.2,82,938,384,16.53,0.92,1.1,59.44,paddy
4.14,14.98,7.75,0.57,0.78,64.85,224,2776,971,82.9,4.66,2.69,111.06,paddy
2.24,7.54,8.07,1.41,0.51,49.89,440,4582,1646,372.43,6.28,2.19,65.42,paddy
1.24,6.05,8.21,0.13,0.41,13.68,98,4803,690,5.32,0.6,0.83,6.26,paddy
2.73,10.44,7.25,0.81,0.91,77.91,659,4712,924,192.07,15.56,1.69,6.17,paddy
1.35,8.69,7.92,0.15,0.46,6.52,189,3709,406,6.28,0.75,0.65,2.94,paddy
2.15,7.1,8.33,0.18,0.17,15.89,236,4765,665,8.74,0.63,1.2,9.08,paddy
3.12,2.76,7.86,0.79,0.89,6.73,95,4119,526,180.66,1.96,1.6,39.3,paddy
2.12,3.22,8.05,0.66,0.59,5.76,83,3370,485,126.16,0.22,1.37,29.06,paddy
2.68,18.1,7.9,0.4,0.99,39.5,453,5450,1237,30.16,1.22,2.48,13.22,paddy
3.02,3.9,7.91,0.71,0.79,11.67,106,4344,570,202.39,1.22,1.5,40.18,paddy
4.92,11.02,7.89,0.58,0.85,25.68,219,4988,1036,151.07,2.24,1.76,60.92,paddy
5.26,14.7,8.1,1.57,0.73,48.22,272,4282,1315,293.89,4.98,2.17,75.42,paddy
3.82,8.76,8.42,0.75,0.49,9.98,257,4507,1365,117.43,1.3,2.38,28.8,paddy
2.7,38.18,7.83,1.4,0.71,12.05,210,4881,1181,269.0,2.3,2.34,19.96,paddy
6.9,14.68,8.11,2.18,1.03,22.25,323,5001,1825,320.21,1.86,3.72,64.96,paddy
3.22,11.78,8.21,1.54,0.77,71.97,629,5494,1407,168.12,0.74,4.0,16.86,paddy
6.22,18.02,7.91,2.28,0.79,14.35,309,5481,1800,261.56,3.28,3.47,46.62,paddy
0.9,6.09,8.41,0.27,0.26,2.96,57,2713,318,16.85,0.25,0.73,2.62,paddy
1.84,5.84,8.32,0.19,0.43,16.14,147,4017,764,14.18,0.52,1.34,12.08,paddy
2.3,3.28,7.98,0.36,0.63,16.5,88,3721,271,82.51,0.82,1.17,54.4,paddy
6.94,16.7,7.95,2.6,0.99,21.37,386,4949,1667,396.89,5.42,3.97,65.24,paddy
5.02,8.5,8.1,2.22,1.05,16.64,328,4814,1558,448.08,2.16,3.58,59.12,paddy
6.78,22.84,8.12,1.47,0.83,16.12,280,4173,1342,184.24,1.24,3.02,85.16,paddy
5.7,15.26,7.8,1.73,1.01,24.62,265,5915,1617,251.24,1.8,2.93,50.2,paddy
2.36,5.94,8.2,1.11,0.43,9.16,95,3249,669,220.27,0.3,1.82,27.18,paddy
2.48,4.16,7.76,0.47,0.7,7.73,79,2901,338,116.11,1.96,1.34,35.7,paddy
6.8,12.19,8.42,0.47,0.67,4.91,265,5607,1607,66.93,0.67,1.54,29.94,paddy
3.08,13.98,8.65,0.73,0.17,18.64,2069,1613,361,40.63,0.54,0.67,17.36,paddy
6.57,13.81,8.0,0.66,1.05,4.43,260,5642,1473,93.78,1.41,1.75,48.13,paddy
2.43,1.81,5.8,0.3,0.36,2.47,46,449,127,34.83,1.17,0.7,80.63,paddy
6.48,12.41,8.28,0.67,0.67,3.39,245,6231,1954,102.25,1.3,1.44,37.27,paddy
3.62,11.0,7.94,0.83,0.55,4.88,64,3023,363,173.91,4.63,0.69,50.09,paddy
1.43,0.95,6.04,0.24,0.27,3.68,170,2943,857,37.28,4.13,0.25,44.18,paddy
5.3,19.62,8.67,0.85,0.72,5.72,122,3464,693,120.42,4.02,1.92,76.33,paddy
5.11,9.19,8.14,0.33,0.51,6.82,190,2443,703,30.32,2.04,0.82,57.78,paddy
7.53,19.02,7.87,0.92,1.15,4.68,40,557,218,161.14,2.3,2.21,92.6,paddy
5.67,9.78,8.3,0.56,0.96,2.87,418,2203,551,53.75,1.76,1.35,65.98,paddy
4.14,11.99,8.17,0.39,0.5,3.75,209,6040,1503,24.39,1.2,1.21,33.04,paddy
4.65,8.17,6.75,0.28,0.84,13.44,156,1722,493,31.88,8.09,1.78,130.75,paddy
7.19,16.99,8.15,0.83,0.98,9.63,255,4550,1239,144.32,1.54,2.17,55.15,paddy
5.34,8.15,8.2,0.69,0.7,6.01,328,6158,1812,78.59,1.1,1.6,40.72,paddy
2.67,3.0,7.47,0.68,0.89,3.81,87,2062,343,106.28,10.54,1.09,37.55,paddy
4.99,7.44,8.36,0.51,0.65,3.93,264,5496,1685,32.64,0.85,0.72,27.19,paddy
3.54,11.96,8.2,0.26,0.42,5.28,117,2636,649,14.74,0.39,0.71,39.61,paddy
5.74,10.24,8.37,0.67,0.57,2.74,290,6465,1989,54.36,0.94,1.68,29.07,paddy
4.58,4.04,5.96,0.48,0.84,9.07,158,1650,559,90.47,0.92,1.4,133.0,paddy
2.11,7.18,8.11,1.29,0.6,3.01,151,3595,958,280.26,1.46,1.3,29.7,paddy
2.42,8.21,8.18,0.6,0.8,4.28,271,5498,1519,88.64,0.7,1.87,16.83,paddy
2.3,10.61,8.12,0.91,0.83,7.96,385,6015,1740,136.18,1.05,2.76,27.99,paddy
0.94,3.4,7.6,0.43,0.55,11.56,245,1058,279,79.55,0.87,1.48,15.46,paddy
4.99,12.09,6.82,0.43,0.96,3.96,119,1365,456,75.82,2.4,2.49,95.29,paddy
4.72,12.64,8.48,0.58,0.34,5.44,115,2552,633,87.17,2.46,1.34,85.2,paddy
3.58,14.04,8.11,1.05,0.96,5.1,185,2559,697,242.4,3.97,1.95,75.18,paddy
6.42,8.74,8.42,0.73,0.6,4.4,254,5307,1683,117.43,1.17,2.31,34.85,paddy
6.71,18.27,8.27,1.05,0.71,5.06,213,4477,1274,209.66,2.41,1.65,55.91,paddy
4.0,11.62,7.91,0.84,0.99,3.07,145,2552,618,217.91,4.25,1.83,87.3,paddy
4.31,13.71,8.4,0.75,0.53,3.79,166,3086,938,120.42,1.68,1.77,30.81,paddy
6.93,26.8,5.79,0.36,1.0,13.36,179,2209,705,96.93,1.54,2.19,189.62,paddy
5.96,16.81,8.5,1.57,0.58,4.75,235,3950,1343,307.78,1.41,3.15,45.32,paddy
2.58,9.66,8.33,0.24,0.36,2.3,85,1630,306,20.68,0.8,0.87,32.02,paddy
3.77,9.9,8.15,0.79,0.95,12.57,176,2678,498,155.08,5.92,1.88,64.57,paddy
5.18,11.33,7.82,0.78,1.13,3.49,181,3311,893,213.41,2.18,2.13,74.93,paddy
4.17,10.58,7.66,0.6,0.72,7.57,126,1592,466,70.73,2.67,1.77,70.95,paddy
1.75,0.71,7.75,0.5,0.43,3.9,47,1462,192,112.74,2.14,0.88,27.75,paddy
6.09,11.7,8.25,1.05,0.66,3.46,157,3634,983,182.97,0.78,1.53,54.64,paddy
3.93,15.25,7.18,0.71,0.59,11.44,163,2530,770,93.9,2.17,2.11,91.48,paddy
4.51,12.89,7.08,1.04,0.82,7.57,156,1915,659,245.54,1.67,1.83,74.3,paddy
5.01,21.32,6.26,0.58,0.78,7.68,151,1551,580,122.9,2.63,2.45,127.63,paddy
4.52,10.1,8.4,0.52,0.44,3.54,203,3007,1099,65.99,1.25,1.71,44.08,paddy
4.68,19.85,7.2,0.74,0.77,27.88,175,1897,672,122.74,2.67,2.28,87.12,paddy
3.69,8.43,8.43,0.81,0.47,6.1,182,2598,476,95.92,3.61,1.22,48.87,paddy
3.76,9.07,8.33,0.49,0.58,13.2,176,2928,625,75.3,2.36,1.34,56.7,paddy
4.27,24.29,6.93,0.5,0.71,5.67,153,1723,611,105.56,1.6,2.19,82.44,paddy
7.12,29.93,7.4,0.91,0.92,5.63,321,3595,1475,132.95,1.33,3.61,91.06,paddy
3.87,2.73,8.23,1.13,0.52,3.02,176,2901,531,261.45,1.66,1.22,42.63,paddy
6.23,33.07,7.28,0.94,0.75,13.34,291,2803,1248,84.54,2.75,2.78,93.56,paddy
3.0,4.29,8.66,0.91,0.35,4.12,107,2368,481,100.46,2.33,1.02,24.81,paddy
6.77,34.39,7.9,1.06,0.9,5.99,282,3325,1292,112.63,1.59,2.96,86.19,paddy
5.12,18.29,8.44,0.79,0.45,3.29,227,3738,1297,124.64,0.86,2.18,56.28,paddy
2.59,8.41,8.05,0.66,0.63,11.43,128,1704,211,96.35,3.58,1.22,49.07,paddy
2.78,13.49,5.9,0.58,0.47,7.44,137,949,259,126.33,3.68,1.57,74.53,paddy
4.03,6.2,6.47,0.45,0.74,6.13,140,1542,523,54.22,3.38,1.65,95.37,paddy
4.02,4.55,5.8,0.46,0.9,5.01,137,1352,414,91.11,5.57,1.65,100.2,paddy
3.47,11.54,7.6,0.89,0.59,3.8,105,2005,309,211.02,2.22,1.09,36.56,paddy
4.46,7.21,6.43,0.49,0.88,5.58,141,1736,454,84.73,10.53,2.06,78.28,paddy
4.19,21.57,6.91,0.58,0.81,3.38,164,1902,713,98.05,1.67,2.17,84.54,paddy
4.26,9.83,8.62,0.47,0.45,4.8,261,2780,698,55.55,0.53,1.27,51.06,paddy
2.13,1.5,6.14,0.32,0.67,2.99,83,864,273,54.79,5.26,1.58,70.71,paddy
3.91,11.84,8.3,0.59,0.34,3.62,186,2960,999,85.79,0.41,1.59,26.7,paddy
4.49,15.25,8.33,0.43,0.51,3.23,202,3229,970,29.85,0.53,1.18,42.43,paddy
3.21,7.95,5.8,0.44,0.62,6.05,108,1181,338,93.68,6.37,1.35,96.9,paddy
5.32,9.13,8.51,0.58,0.62,3.31,139,3096,644,79.91,2.47,1.23,58.17,paddy
6.02,23.78,7.6,0.51,0.81,25.07,371,3103,1312,52.52,2.18,2.73,106.9,paddy
4.61,15.91,6.05,0.48,0.71,3.2,130,1295,446,94.88,5.45,2.19,111.43,paddy
2.95,14.21,8.55,0.47,0.33,5.59,235,3616,1202,35.16,0.63,1.57,34.83,paddy
3.8,16.87,7.82,2.45,0.63,11.12,166,2189,591,479.3,2.07,1.6,56.9,paddy
4.97,21.52,7.51,0.54,0.51,10.66,252,3003,1387,61.44,0.63,2.28,67.75,paddy
5.34,22.25,7.11,0.58,0.93,14.64,179,2043,748,167.34,2.39,2.5,97.8,paddy
5.2,4.6,6.41,0.4,1.01,2.86,180,1727,582,92.83,6.62,2.63,93.45,paddy
5.93,30.43,7.84,1.52,0.74,7.26,336,3518,1509,206.71,3.62,3.0,64.14,paddy
4.12,16.55,7.91,0.64,0.91,2.6,126,1501,646,35.64,5.91,2.19,75.16,paddy
3.0,13.14,6.45,0.58,0.85,6.44,94,1181,466,53.48,1.08,2.04,66.75,paddy
3.58,18.42,8.06,0.67,0.49,1.97,142,1772,664,111.47,0.61,1.28,51.33,paddy
3.6,20.81,7.93,0.52,0.5,4.09,142,1541,591,76.48,1.38,1.49,66.37,paddy
3.63,5.32,5.95,0.55,0.66,4.15,110,1179,373,139.59,1.93,1.8,101.93,paddy
2.77,3.83,6.72,0.37,0.52,8.82,78,949,271,42.76,5.19,1.34,59.6,paddy
6.23,16.57,8.65,0.79,0.55,14.41,228,3868,1400,77.66,1.66,2.08,66.65,paddy
6.01,16.6,8.27,0.83,0.78,11.6,354,4601,1558,122.32,1.96,2.23,61.0,paddy
5.4,15.18,8.12,1.16,0.89,11.82,357,5257,1863,143.72,1.01,2.1,49.64,paddy
6.62,18.06,8.07,0.69,0.81,6.43,310,4956,1857,77.49,1.49,2.53,48.23,paddy
6.68,28.79,8.06,2.2,1.02,10.68,302,3745,1577,253.89,4.46,3.24,79.53,paddy
6.85,23.02,8.07,2.16,0.9,8.16,317,4583,1801,318.73,2.07,2.74,60.09,paddy
6.0,11.57,8.38,0.44,0.63,9.82,320,4019,1303,52.21,1.41,1.67,43.5,paddy
5.01,13.71,8.24,0.92,0.82,8.19,324,4730,1696,158.12,2.27,2.03,49.38,paddy
5.28,17.97,8.15,0.75,0.68,6.54,277,4462,1587,109.09,0.98,2.2,45.71,paddy
5.42,32.73,7.42,1.33,1.0,4.46,223,2518,1046,102.66,1.37,2.57,106.64,paddy
5.1,16.0,7.91,1.0,0.96,13.25,352,4882,1413,148.46,1.03,1.68,47.69,paddy
6.0,20.5,7.75,0.95,0.78,7.98,291,3576,1483,175.85,0.95,2.65,82.87,paddy
5.97,21.84,7.95,0.71,0.72,5.34,257,3527,1512,94.0,1.07,2.29,56.08,paddy
4.96,14.0,8.08,0.64,0.57,6.4,265,3841,1373,81.72,0.51,1.86,37.2,paddy
6.34,28.22,8.2,0.98,0.86,7.68,292,3446,1439,123.59,1.24,2.69,75.95,paddy
5.7,23.37,7.75,0.89,0.93,8.06,278,4555,1490,123.37,0.9,2.42,58.67,paddy
5.24,19.82,8.19,0.87,0.71,3.34,210,2461,1058,146.98,0.67,2.28,65.68,paddy
5.75,44.12,8.0,2.4,0.89,7.67,353,3972,1620,351.97,1.59,2.42,84.35,paddy
5.38,13.1,7.9,1.83,0.92,32.05,194,3258,728,412.27,8.11,2.05,45.76,paddy
5.57,27.23,6.32,0.78,0.93,11.36,108,1951,569,173.14,2.78,2.12,134.43,paddy
1.79,4.94,8.05,0.6,0.55,19.02,103,2016,310,120.87,5.65,1.24,42.0,paddy
4.42,9.02,8.24,0.77,0.61,23.68,181,1895,437,70.09,7.01,1.39,60.32,paddy
2.31,2.77,6.38,1.01,0.71,17.55,189,997,293,183.05,8.92,1.67,100.36,paddy
0.36,11.81,7.43,0.11,0.63,12.95,34,305,94,6.47,0.61,0.16,8.56,paddy
0.36,19.52,6.73,0.2,0.74,9.22,33,251,77,18.79,0.63,0.22,17.79,paddy
4.2,7.3,8.22,0.41,0.77,16.41,127,2086,466,50.37,2.49,1.27,80.79,paddy
4.6,12.11,8.25,0.79,0.65,12.71,164,3295,768,169.98,5.21,1.72,74.78,paddy
2.49,15.01,8.74,0.49,0.7,5.1,55,1065,266,15.83,0.74,0.69,26.15,paddy
3.88,9.58,8.31,0.5,0.81,4.55,164,4489,1066,72.2,0.99,1.23,35.78,paddy
1.74,6.47,8.35,0.88,0.58,9.39,66,895,161,71.98,0.95,0.82,34.14,paddy
3.07,11.17,8.05,0.5,0.37,4.9,115,1783,495,74.95,0.74,0.99,31.12,paddy
4.44,12.61,8.08,0.59,0.72,8.07,125,2780,580,109.21,1.04,1.15,53.81,paddy
2.32,9.97,8.1,0.53,0.42,4.56,90,2474,387,121.4,1.83,0.78,35.14,paddy
3.24,7.51,8.01,1.26,0.79,5.09,90,2514,439,305.75,3.3,1.43,49.72,paddy
3.1,6.89,7.88,0.67,0.8,5.51,88,2593,388,138.55,1.99,1.02,40.51,paddy
3.17,5.22,7.13,1.46,0.77,10.57,75,1915,430,355.98,5.44,1.86,67.68,paddy
5.02,14.85,6.02,0.53,1.04,13.51,104,2741,621,131.04,1.52,2.05,127.76,paddy
6.2,15.32,8.34,0.88,0.78,27.1,282,3207,932,317.02,2.08,2.27,73.25,paddy
3.68,17.91,7.46,0.86,0.74,12.2,126,1652,381,173.98,8.51,1.85,73.21,paddy
2.46,6.94,8.18,0.93,0.54,5.65,89,2337,446,171.42,0.88,1.54,31.12,paddy
3.49,8.55,8.26,0.81,0.4,16.19,149,2969,751,136.07,2.08,1.31,54.94,paddy
4.7,3.15,8.2,1.91,0.38,13.45,143,3031,812,270.31,0.9,1.35,15.26,paddy
3.4,12.23,6.2,1.24,0.61,17.28,112,1017,474,56.85,5.86,1.41,120.74,paddy
4.89,23.06,6.23,0.66,0.88,12.6,118,1610,749,59.74,2.09,2.13,140.36,paddy
4.82,7.61,8.01,1.83,0.78,6.99,176,3650,780,547.57,3.86,1.84,60.17,paddy
6.16,20.74,7.86,0.68,0.84,18.08,252,3307,1176,99.6,3.57,2.78,86.41,paddy
7.68,56.2,5.25,1.06,1.15,13.04,182,2371,902,285.96,1.52,3.36,210.83,paddy
6.77,30.24,7.25,0.58,0.86,22.68,250,3108,1131,120.96,1.24,2.73,133.17,paddy
3.56,22.56,7.66,0.48,0.48,9.97,106,1723,534,79.65,1.57,1.3,48.82,paddy
3.91,32.74,6.81,0.54,0.33,4.84,148,2358,977,59.53,1.01,1.4,50.88,paddy
9.73,20.37,8.32,0.49,0.7,6.1,216,3535,783,65.92,3.88,1.69,96.81,paddy
4.15,10.16,8.05,0.62,0.46,11.95,70,2505,451,93.83,1.89,1.09,53.64,paddy
6.25,26.08,8.0,1.21,0.65,7.67,149,2679,914,168.72,1.78,2.04,64.9,paddy
4.55,14.35,7.8,4.96,0.73,12.58,114,4185,829,753.58,1.99,1.58,70.16,paddy
7.66,32.24,7.4,0.68,1.0,12.17,213,3043,1068,108.64,0.95,2.43,96.8,paddy
6.28,12.09,8.33,0.71,0.63,13.56,207,3315,780,72.21,1.91,1.57,59.61,paddy
7.58,34.36,7.49,0.68,0.64,13.86,243,3024,1093,135.86,1.42,2.74,114.91,paddy
4.39,21.36,7.24,0.72,1.11,10.52,154,1944,830,66.02,1.79,1.93,75.48,paddy
4.9,18.31,6.86,0.57,0.64,7.63,165,2099,759,92.13,1.2,1.86,91.41,paddy
5.75,35.85,8.03,0.57,0.48,6.38,236,3645,1647,44.07,0.86,2.8,49.19,paddy
7.12,34.5,6.92,0.61,0.87,10.61,243,2907,1112,117.12,1.55,2.19,118.39,paddy
6.47,60.26,6.53,0.9,0.81,8.41,169,2423,896,160.59,2.58,2.63,96.38,paddy
8.2,28.88,7.72,1.03,0.97,21.26,245,3001,1172,190.29,3.44,2.69,109.74,paddy
7.3,40.78,5.7,1.1,0.89,9.7,172,2469,927,164.96,2.49,2.93,149.01,paddy
7.84,27.15,6.8,0.91,0.93,19.55,270,3205,1232,51.04,2.78,1.78,141.55,paddy
5.7,19.36,7.96,0.86,0.7,10.11,213,3276,1160,80.88,3.23,1.97,62.33,paddy
8.54,53.82,6.5,1.28,1.09,20.21,234,2776,1041,350.55,1.28,3.63,147.85,paddy
6.57,31.11,7.91,1.37,1.02,38.55,283,4227,1497,238.39,3.59,3.28,106.39,paddy
3.44,11.17,7.97,0.61,0.66,22.57,113,2045,552,70.16,3.69,1.6,79.12,paddy
7.24,35.05,6.63,0.78,0.89,13.9,259,3550,1300,184.49,3.66,3.3,117.06,paddy
6.82,22.21,7.5,0.71,1.07,23.71,283,3414,1308,96.63,2.48,3.34,123.63,paddy
2.34,1.7,7.13,0.34,0.5,10.22,97,1781,291,73.86,0.96,0.78,44.31,paddy
2.42,12.12,6.75,0.48,0.43,10.71,92,1576,380,63.44,0.73,0.97,53.56,paddy
3.75,14.11,6.05,1.18,0.82,29.28,150,1420,433,173.41,3.1,1.51,159.28,paddy
3.26,20.42,8.0,0.48,0.95,14.74,114,2411,555,56.36,1.01,1.62,39.06,paddy
2.59,4.4,8.23,1.03,0.45,5.47,123,2624,417,68.41,2.04,0.97,33.37,paddy
5.5,21.96,7.83,2.2,0.88,30.28,208,3091,1227,248.32,4.59,2.37,89.71,paddy
6.36,20.38,7.92,0.66,0.82,17.77,249,3308,1197,89.15,3.56,2.87,85.48,paddy
6.01,21.49,8.07,0.71,0.87,10.94,265,4296,1455,101.86,3.19,2.74,80.04,paddy
8.15,39.32,7.5,0.93,0.86,10.93,237,3153,1374,60.68,3.95,2.82,87.85,paddy
5.97,52.17,6.55,1.11,0.8,10.83,170,2295,858,245.65,8.65,2.79,93.79,paddy
2.8,10.36,8.3,0.65,0.24,2.49,161,2453,1264,21.94,0.25,1.51,19.81,paddy
6.37,27.48,8.32,0.55,0.62,7.67,226,3390,1409,38.43,1.27,2.1,51.41,paddy
6.81,34.93,7.33,0.99,0.92,16.18,256,3678,1283,167.76,4.98,2.88,93.72,paddy
7.43,31.83,7.58,0.69,0.92,11.38,256,2947,1190,80.02,1.19,2.25,113.25,paddy
3.44,13.69,8.15,1.33,0.35,4.69,187,2852,918,174.47,1.12,1.38,24.15,paddy
4.15,12.3,7.55,1.26,0.9,17.75,132,2777,602,212.25,8.86,1.75,71.08,paddy
6.53,20.68,7.5,0.94,0.8,10.94,269,3811,1307,163.87,1.17,2.34,76.04,paddy
5.62,10.84,8.35,0.58,0.58,7.37,176,3922,907,85.54,1.58,1.31,43.12,paddy
6.58,18.47,8.0,1.05,0.85,24.69,232,4115,1085,158.83,3.56,1.86,95.94,paddy
6.04,12.01,7.67,1.04,0.72,30.2,201,4132,1057,168.01,5.06,1.32,76.73,paddy
8.34,32.34,7.4,0.89,0.83,16.32,246,3181,1323,69.71,3.54,2.84,99.08,paddy
4.57,10.41,7.9,1.05,0.76,9.5,222,4029,1036,237.27,1.69,1.78,48.0,paddy
6.85,25.77,7.68,0.82,0.81,17.17,262,3872,1326,106.53,3.86,2.25,93.89,paddy
6.33,30.0,7.0,0.45,0.7,8.38,177,2471,946,55.51,2.49,1.32,94.28,paddy
3.89,12.48,8.47,0.41,0.36,6.12,93,2942,603,30.05,0.93,0.84,44.84,paddy
3.37,13.45,8.57,0.41,0.25,8.52,110,2505,575,38.91,2.82,0.61,30.77,paddy
7.15,35.22,6.55,0.47,0.82,7.26,174,2619,888,94.17,2.37,1.87,107.52,paddy
5.92,17.6,6.8,2.32,1.05,55.5,216,2884,1023,427.2,12.12,2.6,146.01,paddy
7.71,22.37,6.42,1.05,1.15,39.23,223,2791,1025,210.29,4.21,2.79,183.94,paddy
1.68,12.96,8.65,0.36,0.39,5.43,120,3504,757,34.22,0.64,1.47,14.46,paddy
1.62,8.88,8.7,0.43,0.8,18.6,152,2336,661,38.0,1.06,1.8,30.28,paddy
1.42,8.0,8.85,0.38,0.72,10.37,147,2279,622,24.41,0.86,1.83,16.56,paddy
1.72,16.2,8.27,0.71,0.68,8.34,199,3172,1004,102.44,3.22,2.04,9.54,paddy
0.96,15.42,7.91,0.28,1.13,15.33,526,2369,310,16.72,0.82,1.22,6.64,paddy
1.84,9.16,8.75,0.39,0.53,20.81,192,1799,727,27.25,0.34,1.84,20.18,paddy
1.9,18.74,8.27,0.61,0.47,7.88,170,2896,1107,58.16,2.96,2.08,6.54,paddy
0.64,9.12,8.35,0.14,0.31,3.92,120,5303,129,3.19,0.26,0.34,3.54,paddy
0.86,9.02,8.67,0.13,0.29,7.3,181,2609,303,4.69,0.32,0.99,2.68,paddy
1.16,5.68,8.87,0.19,0.44,12.73,98,2144,307,5.29,0.94,1.29,11.82,paddy
2.0,7.38,8.9,0.43,0.88,31.64,240,2396,719,33.59,0.72,2.62,11.8,paddy
0.64,9.44,8.53,0.17,0.44,6.1,140,2610,371,6.39,0.32,1.27,7.14,paddy
2.6,12.32,8.75,0.23,0.6,4.32,259,3215,1439,17.45,0.38,1.94,38.88,paddy
1.68,14.04,8.56,0.3,1.77,24.15,247,2939,1132,16.7,1.3,3.27,27.2,paddy
0.64,8.78,8.44,0.14,0.52,9.47,168,2693,384,4.78,0.3,1.24,3.78,paddy
1.84,10.62,8.64,0.29,1.15,58.02,425,3029,1142,14.29,1.12,3.25,19.38,paddy
1.58,9.36,8.65,0.17,0.55,14.03,206,3230,815,5.96,0.52,1.64,4.42,paddy
1.14,14.92,8.18,0.13,0.54,20.54,196,2392,502,7.52,0.64,0.99,18.2,paddy
1.24,10.88,8.3,0.14,0.64,23.79,179,2815,572,6.35,1.62,1.24,13.78,paddy
2.34,10.06,8.6,0.24,0.48,15.72,215,2846,1180,17.36,0.56,1.61,22.0,paddy
2.26,9.36,8.58,0.27,0.29,9.36,226,2739,1388,15.2,0.64,1.39,29.5,paddy
0.9,19.02,7.8,0.13,0.24,18.46,108,1577,361,8.69,0.3,0.55,7.22,paddy
1.16,6.4,8.75,0.63,1.17,29.49,160,2395,804,50.34,0.78,3.45,11.08,paddy
1.12,6.34,8.48,0.27,1.17,9.47,173,2526,998,11.1,2.82,1.91,1.96,paddy
2.1,10.06,9.05,0.36,0.71,19.88,233,2337,947,20.89,0.72,2.58,37.32,paddy
1.36,10.28,9.6,0.48,0.36,16.32,170,2005,581,20.91,0.36,2.47,16.92,paddy
1.52,12.6,8.82,0.17,0.49,6.37,93,2354,790,4.13,0.5,1.6,21.18,paddy
1.8,8.06,8.71,0.2,0.3,3.44,50,2657,725,11.18,0.2,1.27,13.22,paddy
0.96,4.72,9.16,0.29,0.19,2.69,88,2559,610,13.97,0.24,1.36,6.98,paddy
2.5,7.9,8.95,0.27,0.72,25.74,151,2205,993,16.32,0.62,2.5,31.52,paddy
1.56,16.5,8.96,0.26,0.88,9.72,124,2277,766,7.89,0.52,2.28,32.32,paddy
1.08,6.42,8.7,0.16,0.4,6.48,39,1580,403,3.72,0.36,1.11,22.02,paddy
3.58,10.02,8.85,0.43,1.04,20.73,266,2568,1065,26.14,0.82,2.44,48.18,paddy
3.06,10.12,8.62,0.68,0.74,19.6,291,2676,1127,84.31,0.6,2.45,40.38,paddy
1.78,12.82,8.28,0.2,0.46,26.05,643,4127,538,5.7,0.62,0.92,13.0,paddy
3.0,6.26,8.37,0.29,0.89,24.92,257,2559,976,16.54,0.98,2.16,41.66,paddy
0.7,6.0,8.32,0.14,0.41,3.32,71,5480,243,4.58,0.18,0.48,2.5,paddy
1.48,7.08,8.05,0.14,0.5,8.14,101,1912,517,4.06,0.28,0.99,15.54,paddy
0.16,2.12,8.55,0.1,0.16,1.83,60,4239,875,3.24,0.1,0.32,2.34,paddy
0.68,8.56,8.26,0.13,0.31,3.12,104,5893,323,4.03,0.26,0.47,3.3,paddy
2.1,5.86,8.46,0.27,0.4,11.08,80,3674,654,22.83,0.22,1.07,17.74,paddy
2.0,9.66,8.66,0.25,0.53,10.14,107,2731,799,20.15,2.72,1.68,17.66,paddy
0.98,6.1,8.77,0.19,0.43,12.55,136,1113,219,13.29,0.7,1.81,14.12,paddy
2.08,13.8,8.8,0.29,0.68,9.33,595,2735,625,9.51,0.78,2.06,5.54,paddy
2.02,13.98,8.76,0.33,0.62,9.71,430,2819,647,8.81,0.94,1.76,4.68,paddy
0.66,8.4,8.4,0.14,0.3,4.24,95,5156,318,6.94,0.28,0.84,2.26,paddy
0.64,8.74,8.41,0.14,0.28,4.15,125,4989,226,5.61,0.34,0.55,1.96,paddy
0.66,8.3,8.42,0.14,0.2,4.39,118,5011,232,5.26,0.32,0.52,2.64,paddy
1.98,14.02,8.27,0.41,0.37,7.99,80,2933,1007,34.26,1.12,0.95,20.68,paddy
1.32,9.52,8.6,0.15,0.45,15.06,126,3276,1024,5.58,0.52,1.22,15.44,paddy
0.38,6.98,8.4,0.17,0.25,6.79,96,4260,108,7.28,0.32,0.7,1.98,paddy
