Avail_Cu,Avail_Mn,pH,EC,OC,Avail_P,Exch_K,Avail_Ca,Avail_Mg,Avail_S,Avail_Zn,Avail_B,Avail_Fe,Crop_type
1.28,48.43,5.72,0.05,0.24,1.24,128,890,245,3.75,0.35,0.43,13.3,Topica
1.18,11.67,7.7,0.31,0.39,21.34,115,3794,247,8.54,0.64,0.34,6.63,Topica
0.69,18.36,6.6,0.14,0.55,2.4,247,758,114,3.3,0.51,0.47,6.93,Topica
0.53,47.3,4.82,0.06,0.41,2.92,115,223,33,1.79,0.55,0.32,7.59,Topica
1.22,17.4,5.99,0.04,0.23,12.28,107,371,94,3.54,0.67,0.18,26.32,Topica
