Avail_Cu,Avail_Mn,pH,EC,OC,Avail_P,Exch_K,Avail_Ca,Avail_Mg,Avail_S,Avail_Zn,Avail_B,Avail_Fe,Crop_type
1.83,5.61,8.17,0.52,0.46,11.4,198,13304,1138,35.76,0.59,1.01,6.02,jonna
1.47,7.38,8.24,0.23,0.36,7.6,159,7961,671,12.84,0.43,0.84,2.54,jonna
1.59,11.65,8.15,0.31,0.42,7.6,190,7236,709,22.05,0.82,1.13,5.17,jonna
1.64,7.29,8.21,0.34,0.44,12.0,252,7419,689,27.93,0.46,1.12,3.77,jonna
0.97,3.79,8.28,0.33,0.36,11.1,155,7395,885,20.91,0.45,1.2,1.31,jonna
1.09,4.89,8.12,1.46,0.37,12.6,210,7040,745,113.43,0.84,1.44,1.3,jonna
0.87,5.05,8.65,0.34,0.25,2.0,152,5777,738,17.88,0.22,0.93,3.44,jonna
2.46,5.43,8.24,0.18,0.48,17.7,193,3180,186,16.19,0.45,0.81,2.64,jonna
0.93,4.14,8.58,0.13,0.23,12.4,98,2731,139,6.87,0.29,0.48,1.67,jonna
1.07,3.66,8.4,0.18,0.37,6.4,189,6106,526,9.03,0.6,1.0,2.43,jonna
1.43,4.78,7.97,0.6,0.49,9.9,152,6565,407,21.68,0.51,1.09,2.58,jonna
1.13,4.65,8.3,0.17,0.37,3.8,104,5969,237,12.62,0.18,0.75,1.79,jonna
1.61,4.78,8.18,0.29,0.47,8.6,162,5504,508,26.78,0.77,1.02,4.17,jonna
2.7,6.27,8.3,0.16,0.53,9.6,162,6301,498,7.52,0.68,0.81,3.62,jonna
1.61,5.19,8.06,0.48,0.49,10.7,117,4644,254,37.22,0.36,0.94,5.06,jonna
2.24,6.4,8.03,0.39,0.74,25.2,252,3619,294,32.67,0.97,1.4,8.19,jonna
1.8,6.79,7.85,0.72,0.37,25.7,141,3851,184,45.59,0.5,0.75,3.08,jonna
3.68,5.21,8.3,0.28,0.5,15.3,248,4761,775,13.46,1.33,0.87,1.98,jonna
2.15,4.71,8.0,0.44,1.23,23.0,185,7494,307,37.67,2.94,1.0,3.1,jonna
2.86,12.91,9.32,1.22,0.46,7.5,127,2773,512,89.42,0.42,1.83,13.04,jonna
1.53,6.37,8.51,0.41,0.52,13.7,214,5676,975,32.1,0.23,1.53,10.91,jonna
1.6,5.18,7.85,0.71,0.68,23.7,286,5998,308,21.41,0.73,0.6,1.74,jonna
1.9,5.44,8.15,0.19,0.5,17.2,250,5475,265,10.74,1.22,0.63,3.15,jonna
3.91,9.55,8.12,0.37,0.59,29.8,237,6228,863,51.96,1.39,1.4,24.26,jonna
1.99,8.77,8.03,0.38,0.54,15.3,205,4798,490,25.31,0.55,1.22,6.19,jonna
1.16,3.18,8.16,0.4,0.38,5.4,194,7562,1089,26.06,0.51,1.26,4.86,jonna
3.58,10.89,8.01,0.29,0.78,47.1,262,7947,1063,36.08,1.69,1.07,34.59,jonna
1.54,5.66,8.04,0.31,0.46,20.9,193,8752,584,26.24,0.82,0.89,3.97,jonna
2.84,11.34,7.79,0.51,0.47,53.9,238,8970,604,30.37,1.4,1.04,4.74,jonna
2.95,7.31,8.18,0.29,0.53,27.9,212,7975,879,12.3,1.34,1.13,4.32,jonna
1.5,6.24,8.27,0.26,0.46,17.9,249,7977,1046,15.93,1.34,1.27,3.54,jonna
1.53,6.05,8.05,0.31,0.46,13.9,214,8142,967,17.83,2.42,1.25,2.74,jonna
1.61,9.73,8.16,0.3,0.48,12.8,175,8284,1122,26.52,0.36,1.34,6.39,jonna
1.43,4.15,8.32,0.19,0.33,13.1,154,7069,990,11.61,0.57,1.05,2.6,jonna
2.08,8.21,7.98,0.59,0.45,25.9,173,9910,836,33.2,0.94,1.21,7.38,jonna
1.87,9.97,8.12,0.41,0.58,23.7,129,4830,378,36.85,1.45,1.5,2.81,jonna
2.76,17.53,8.05,0.57,0.9,44.0,271,5623,836,51.76,1.5,1.69,10.78,jonna
1.91,19.45,7.93,1.95,0.69,15.7,186,8726,780,87.95,0.63,1.32,10.08,jonna
7.23,13.66,7.82,2.22,0.49,36.7,228,8264,862,118.54,6.99,1.77,3.27,jonna
2.01,26.5,8.17,0.74,0.52,19.9,331,7751,1070,36.68,1.24,2.08,7.37,jonna
2.78,35.99,8.0,1.09,0.72,28.6,332,7834,1033,112.59,1.36,1.98,7.8,jonna
1.65,10.96,7.5,5.29,1.15,48.3,322,6687,835,495.63,1.5,2.34,6.65,jonna
2.05,16.93,8.24,0.68,0.61,17.4,411,6240,615,56.6,0.41,2.69,10.82,jonna
5.66,28.16,7.41,4.04,0.56,64.0,629,6374,370,175.76,1.07,1.14,5.53,jonna
2.88,15.68,7.69,2.21,0.63,43.9,487,6492,502,40.56,1.78,1.19,3.18,jonna
1.83,21.54,7.95,0.86,0.69,17.9,690,9965,740,95.45,0.81,1.22,8.77,jonna
1.38,4.44,8.21,0.47,0.49,14.9,240,6221,906,29.73,1.03,1.95,4.25,jonna
1.55,3.39,8.23,0.19,0.43,6.3,200,7259,804,9.37,0.63,0.96,3.76,jonna
1.56,4.91,7.78,1.8,0.58,11.4,304,7608,946,95.26,1.01,1.59,3.05,jonna
1.16,4.53,8.17,0.22,0.53,9.9,223,7098,891,9.28,1.16,0.99,3.83,jonna
1.2,7.03,8.14,0.31,0.43,10.4,250,7672,1232,28.84,0.55,1.25,6.76,jonna
1.09,3.96,8.15,0.2,0.31,6.2,211,8011,1148,9.07,0.7,0.88,4.84,jonna
1.24,5.55,8.3,0.24,0.39,15.4,198,6896,1076,12.76,0.71,1.35,7.08,jonna
2.57,5.1,8.4,0.21,0.64,40.9,206,6624,1148,16.52,1.54,1.71,14.9,jonna
1.39,3.53,8.34,0.26,0.46,9.4,179,6578,480,15.49,0.51,0.97,1.32,jonna
1.37,8.53,8.35,0.6,0.49,27.7,241,5862,850,26.4,0.86,1.35,4.61,jonna
1.38,6.61,8.38,0.62,0.42,13.9,216,6393,1029,39.4,0.32,1.64,6.05,jonna
1.34,8.56,8.27,0.21,0.46,11.1,210,6333,483,14.01,0.43,1.0,3.12,jonna
1.5,4.64,8.32,0.21,0.45,7.0,128,5179,366,12.32,0.47,0.95,2.81,jonna
1.82,4.96,8.22,0.23,0.6,7.6,272,5984,386,12.74,0.7,0.79,3.75,jonna
1.28,5.04,8.32,0.19,0.25,2.3,105,6414,332,17.69,0.3,0.74,3.83,jonna
1.17,7.59,8.3,0.3,0.26,20.4,324,2613,213,17.73,0.62,0.85,2.76,jonna
1.72,6.68,8.32,0.66,0.48,21.8,246,4398,548,47.74,0.74,1.3,3.79,jonna
1.16,4.3,8.62,0.42,0.3,4.7,240,6741,896,22.03,0.51,1.45,6.16,jonna
1.88,5.36,8.32,0.31,0.52,16.2,232,4539,403,21.21,0.9,0.92,3.93,jonna
1.69,41.46,8.5,0.22,0.5,12.08,133,2458,566,10.33,0.66,1.2,13.11,jonna
1.4,32.69,8.51,0.62,0.51,13.8,151,2384,502,9.81,0.86,1.28,13.65,jonna
1.62,14.44,8.41,0.37,0.82,32.59,134,2797,587,29.57,0.54,1.56,19.2,jonna
1.79,15.99,8.3,0.23,0.76,31.99,164,3025,850,10.21,0.63,1.87,20.86,jonna
1.1,13.39,7.92,1.12,1.5,7.21,154,2020,387,18.17,6.05,1.19,4.29,jonna
2.33,17.76,7.54,5.3,0.45,20.55,127,2483,694,202.07,0.87,2.01,17.8,jonna
0.92,13.14,8.1,0.35,0.27,7.7,75,947,279,11.46,0.28,0.93,8.47,jonna
1.85,5.16,8.02,0.66,0.65,12.68,115,1566,304,24.53,1.42,1.87,15.71,jonna
1.84,9.89,8.05,0.63,0.55,7.16,120,1920,346,29.86,0.43,1.8,14.69,jonna
2.88,38.84,7.79,0.69,0.86,31.72,218,1928,429,25.12,1.53,1.94,24.58,jonna
2.54,12.85,8.13,0.26,0.69,19.96,120,2501,292,15.13,0.67,1.15,27.03,jonna
1.09,6.95,7.82,2.95,0.2,4.81,103,1836,680,20.56,1.52,1.35,5.77,jonna
2.11,9.64,8.43,0.41,0.63,19.39,115,2153,402,23.28,0.49,1.61,21.64,jonna
1.68,9.04,8.06,0.82,0.47,6.21,84,2225,301,21.47,0.53,2.35,25.62,jonna
1.67,16.8,8.25,0.55,0.69,10.47,311,1958,414,12.5,1.21,1.92,5.37,jonna
0.96,9.94,8.5,0.26,0.17,3.11,87,1750,314,5.14,1.88,1.43,6.63,jonna
2.8,21.38,8.23,1.89,0.55,18.57,286,2363,754,87.1,1.17,2.28,33.77,jonna
2.7,21.83,8.26,1.54,0.59,20.48,304,2309,710,82.42,1.09,2.43,38.94,jonna
1.39,29.33,8.13,1.01,0.52,4.47,106,2743,557,20.06,1.47,1.36,6.22,jonna
1.78,17.21,8.04,0.63,1.02,35.9,201,2577,563,23.4,2.78,2.24,6.84,jonna
1.3,10.29,8.55,0.34,0.58,9.04,150,2457,570,11.47,1.05,1.74,4.11,jonna
1.91,37.82,8.5,1.0,0.77,19.01,718,2331,774,38.85,1.16,1.66,7.88,jonna
1.74,18.1,8.41,0.48,0.74,9.2,136,2851,763,15.4,1.53,1.59,8.02,jonna
1.74,11.53,8.14,1.25,0.53,11.71,167,2720,765,32.9,0.43,1.65,12.14,jonna
0.79,7.8,6.5,0.04,0.06,5.04,27,310,122,2.06,0.28,0.04,10.6,jonna
0.47,4.09,7.86,0.06,0.34,13.21,97,1312,208,2.14,0.32,0.37,4.07,jonna
0.44,6.13,7.6,0.06,0.31,13.56,72,707,262,1.28,0.48,0.26,4.29,jonna
0.48,10.66,5.66,0.04,0.18,4.89,56,271,99,1.7,0.33,0.11,15.13,jonna
1.91,16.36,8.03,0.64,0.78,36.1,193,2793,319,46.09,0.96,1.94,24.08,jonna
1.9,17.8,8.0,0.83,1.03,49.74,426,2883,413,61.8,1.28,2.33,21.78,jonna
1.33,28.39,8.73,0.35,0.31,5.6,76,2005,307,10.93,0.83,1.42,25.54,jonna
1.93,18.49,8.52,0.41,0.59,18.13,142,2648,380,25.99,0.75,1.55,25.97,jonna
1.08,11.13,6.64,0.07,0.24,50.6,101,496,166,2.73,1.86,0.33,10.28,jonna
0.55,5.45,6.9,0.07,0.12,30.35,48,736,119,3.14,1.26,0.41,3.42,jonna
0.59,7.23,6.95,0.07,0.18,29.52,53,874,138,3.68,0.53,0.49,4.38,jonna
1.2,10.36,7.78,0.14,0.59,52.25,142,1901,337,7.48,1.22,0.9,3.3,jonna
0.67,12.11,5.6,0.05,0.22,7.06,81,402,124,6.31,0.74,0.21,14.65,jonna
1.3,5.08,8.21,0.09,0.27,11.39,89,2751,331,2.36,0.34,0.42,3.93,jonna
2.93,22.18,7.02,0.12,0.76,86.82,261,1743,580,7.42,4.17,1.16,41.0,jonna
1.08,7.45,7.27,0.09,0.35,34.98,128,585,187,4.35,1.82,0.5,4.09,jonna
0.61,6.89,7.36,0.05,0.09,21.0,62,447,159,2.07,0.44,0.22,3.73,jonna
0.57,12.33,5.95,0.02,0.15,7.83,69,368,107,1.24,0.41,0.13,10.72,jonna
1.05,13.46,6.71,0.05,0.32,23.13,104,1533,366,3.41,0.66,0.45,6.93,jonna
0.61,13.39,5.66,0.03,0.28,12.46,116,364,119,2.64,0.78,0.33,18.25,jonna
1.48,6.65,8.11,0.1,0.32,17.84,126,1026,261,3.64,1.95,0.52,2.93,jonna
1.01,1.55,8.75,0.2,0.59,22.26,188,1859,839,8.4,1.03,1.41,6.57,jonna
2.98,10.04,6.71,0.11,0.38,54.87,145,509,239,5.76,1.63,0.98,10.14,jonna
0.96,10.26,8.17,0.06,0.23,10.66,36,739,310,2.08,1.21,0.5,4.47,jonna
1.4,17.56,7.02,0.09,0.43,20.78,101,806,241,3.87,1.69,0.58,7.38,jonna
0.75,8.01,6.81,0.05,0.2,16.31,109,378,149,3.14,0.63,0.32,10.17,jonna
0.55,13.0,6.42,0.18,0.2,10.84,219,265,81,6.09,1.08,0.44,8.34,jonna
1.08,20.37,5.16,0.04,0.26,32.1,48,320,81,3.18,0.97,0.57,22.13,jonna
1.24,7.24,8.15,0.08,0.24,5.54,52,1878,220,3.86,0.28,0.53,6.08,jonna
1.04,13.51,6.53,0.05,0.17,13.97,43,664,170,2.98,0.64,0.24,13.48,jonna
2.61,3.09,8.4,0.48,0.79,14.64,93,1828,474,31.91,4.02,1.21,22.71,jonna
1.41,3.52,9.38,0.44,0.48,10.13,144,1654,395,14.29,0.92,1.68,9.7,jonna
1.08,8.18,8.5,0.42,0.35,85.06,97,915,376,22.06,2.28,0.8,4.25,jonna
1.94,5.05,7.98,0.26,0.72,23.21,147,1795,349,8.37,0.58,1.57,10.02,jonna
1.24,1.82,8.51,0.93,0.91,14.97,151,1861,439,38.17,0.66,1.51,7.16,jonna
1.02,22.79,7.01,0.09,0.36,4.83,124,510,130,4.12,0.75,0.38,6.38,jonna
1.25,15.18,7.61,0.07,0.27,13.48,99,693,248,2.53,1.14,0.54,4.54,jonna
1.31,23.5,7.82,0.21,0.56,30.7,141,1081,308,10.97,2.08,1.1,5.27,jonna
0.51,7.1,8.65,0.13,0.31,5.11,109,1587,227,4.18,0.4,0.95,1.65,jonna
0.47,7.3,8.55,0.11,0.34,5.16,114,1721,251,4.39,0.4,1.22,1.63,jonna
0.54,7.83,8.4,0.11,0.29,5.45,113,1561,232,3.4,0.4,0.78,1.81,jonna
0.52,6.75,8.47,0.11,0.31,4.91,114,1628,244,3.84,0.41,0.75,1.81,jonna
1.19,11.35,6.4,0.04,0.2,2.5,70,576,150,2.48,0.21,0.2,8.9,jonna
1.19,4.76,8.15,0.06,0.1,0.91,59,948,77,2.46,0.18,0.3,4.21,jonna
1.5,8.47,6.88,0.06,0.24,2.08,81,690,170,2.52,0.29,0.24,8.27,jonna
1.82,13.17,7.98,0.28,0.65,15.42,183,1881,290,15.51,1.84,0.94,9.83,jonna
1.47,8.03,8.43,0.13,0.28,7.83,223,2131,327,3.49,0.32,0.83,5.98,jonna
1.06,11.12,7.98,0.56,0.4,25.06,222,3669,558,38.58,0.98,0.55,3.7,jonna
2.37,22.73,8.08,0.42,0.43,10.05,160,5107,1453,21.19,0.51,1.19,10.85,jonna
2.04,26.57,8.11,0.46,0.44,12.75,231,4812,1605,45.24,0.55,1.46,9.48,jonna
1.08,11.0,8.4,0.21,0.45,14.91,190,3231,762,14.23,0.66,0.97,1.8,jonna
0.98,9.88,8.65,0.21,0.19,4.05,81,3172,753,11.62,0.24,0.8,1.64,jonna
1.48,23.18,8.25,0.41,0.42,9.75,237,4697,1623,46.87,0.34,1.26,6.98,jonna
1.5,20.1,8.7,0.32,0.28,12.64,133,4658,1615,15.63,1.26,1.34,3.26,jonna
2.28,9.88,7.97,0.56,0.34,11.97,248,3658,1612,50.99,0.75,1.79,7.28,jonna
1.83,29.07,7.28,1.98,0.46,49.66,413,3038,770,122.75,1.03,1.8,7.42,jonna
3.02,49.74,6.98,1.42,0.62,68.92,617,4633,1338,77.07,1.48,2.14,7.67,jonna
0.03,22.62,8.34,0.37,0.53,44.86,325,4266,1994,23.51,0.46,2.8,18.54,jonna
3.19,14.62,8.94,0.41,0.59,37.17,134,2714,985,35.05,0.4,2.47,39.94,jonna
2.43,21.96,8.08,0.26,0.46,23.81,248,2592,536,16.91,1.38,1.28,7.94,jonna
1.89,19.62,8.13,0.35,0.31,23.77,136,1924,384,12.62,0.58,0.91,5.78,jonna
0.92,11.64,8.56,0.17,0.28,11.25,169,5009,1295,11.5,0.18,1.06,3.16,jonna
2.96,9.36,8.24,0.78,0.57,38.04,149,3261,1335,153.75,0.76,1.52,27.06,jonna
13.75,34.36,6.71,0.69,0.74,33.91,130,5088,1584,114.29,1.6,2.42,89.6,jonna
12.19,17.11,7.26,1.13,0.69,25.52,88,6577,1660,198.4,1.25,2.31,51.08,jonna
15.24,30.34,6.71,0.59,0.73,22.1,190,5984,1794,112.82,4.04,1.97,80.82,jonna
9.28,16.35,7.98,0.63,0.63,16.68,90,4890,1431,39.15,1.59,2.79,36.06,jonna
12.92,24.4,7.44,1.17,0.95,31.75,125,6272,1293,285.15,1.36,1.99,55.98,jonna
9.85,10.04,8.12,0.64,0.78,10.39,152,6969,1431,74.85,1.29,1.49,34.19,jonna
9.15,13.34,8.12,0.65,0.64,14.42,91,5494,1353,43.05,0.66,1.81,29.26,jonna
15.52,19.26,7.3,0.93,0.83,12.63,122,6335,1643,144.71,1.16,2.54,57.44,jonna
13.71,36.94,6.22,0.69,0.7,15.86,97,4369,1346,172.02,1.17,2.14,110.14,jonna
13.71,22.4,7.12,0.51,0.74,27.94,115,5468,1592,51.37,1.06,2.27,71.22,jonna
13.39,29.45,7.07,0.98,0.82,12.23,135,5807,1526,139.54,1.16,2.23,47.03,jonna
14.41,26.54,7.61,1.0,1.02,34.74,182,5083,1566,91.88,2.04,3.18,45.71,jonna
13.97,15.37,7.71,0.76,0.9,21.89,186,7062,1489,102.34,1.25,1.78,46.01,jonna
10.77,27.15,7.3,0.28,0.83,41.56,151,6162,1769,20.08,1.34,1.62,42.95,jonna
10.61,26.48,7.26,1.0,0.71,24.16,170,5774,1460,262.36,1.35,2.06,53.4,jonna
11.38,13.46,7.71,1.21,0.73,8.49,201,6466,1999,192.25,0.99,2.01,35.45,jonna
13.41,15.51,7.94,0.99,0.94,25.42,438,5440,1722,97.99,2.13,2.57,50.11,jonna
13.09,23.47,6.99,1.19,0.82,13.55,154,5844,1407,210.54,1.81,2.02,56.01,jonna
11.77,44.15,7.2,0.62,0.56,13.71,91,6081,1620,91.16,0.9,1.82,62.06,jonna
13.36,34.1,7.5,0.83,0.63,18.41,126,6129,1582,88.63,3.04,2.03,47.19,jonna
12.93,42.46,7.92,0.44,0.8,28.82,249,6254,1877,29.68,1.31,2.42,49.89,jonna
12.7,39.11,7.3,0.52,0.66,17.31,132,6313,1816,70.03,2.35,1.95,60.18,jonna
15.77,30.47,7.46,0.8,0.77,43.01,166,5928,1701,94.7,2.77,1.96,70.22,jonna
12.4,37.71,7.39,0.38,0.67,22.37,126,5335,1378,42.88,0.89,1.77,65.88,jonna
12.41,29.71,8.0,0.5,0.61,14.21,189,5729,1426,53.13,1.68,1.58,43.96,jonna
13.55,56.52,6.36,0.25,0.57,34.12,119,5373,1665,39.1,1.46,1.44,130.08,jonna
11.74,26.73,7.66,0.53,0.6,18.19,125,6112,1706,54.11,1.38,1.8,56.7,jonna
16.85,38.65,7.43,1.13,0.74,22.1,202,9718,3310,153.02,2.06,2.47,72.3,jonna
13.95,32.56,7.62,0.53,0.62,20.74,240,6796,2042,61.84,1.06,2.07,49.59,jonna
13.12,38.29,7.62,0.33,0.68,11.61,130,6619,2127,25.8,0.87,1.77,43.96,jonna
19.47,57.05,6.94,0.52,0.84,17.2,253,7646,2752,56.07,1.86,2.25,82.33,jonna
13.27,43.68,7.42,0.58,0.71,10.32,253,6712,2168,50.07,0.93,1.92,52.2,jonna
12.61,38.62,7.68,0.49,0.63,16.36,251,5601,1615,30.54,0.82,1.86,49.61,jonna
13.58,43.15,7.44,0.37,0.68,26.89,158,6784,2177,31.23,1.04,1.91,56.5,jonna
15.11,51.06,7.31,0.48,0.66,25.54,146,4375,1343,47.11,3.37,1.95,75.7,jonna
13.02,22.36,8.22,0.59,0.7,21.63,189,7074,2011,29.03,1.08,1.96,50.79,jonna
11.58,23.63,8.39,0.47,0.57,14.49,129,7171,2207,19.3,0.81,1.89,48.42,jonna
12.9,21.17,7.68,0.64,0.7,15.86,122,8273,2469,87.77,1.01,1.47,49.75,jonna
11.54,23.87,7.86,0.37,0.6,14.44,129,7265,2150,35.72,0.83,1.68,31.04,jonna
13.63,21.29,8.18,0.6,0.58,9.68,114,7336,2037,34.76,0.93,1.8,37.6,jonna
11.78,23.14,8.24,0.51,0.68,13.4,184,7144,2093,25.6,1.05,1.98,36.7,jonna
11.22,22.34,8.22,0.46,0.62,18.77,181,6514,1942,24.15,0.88,1.94,35.11,jonna
14.01,28.47,8.18,0.67,0.72,24.63,250,6834,2118,26.89,1.77,2.4,56.16,jonna
14.27,28.44,7.9,0.68,0.59,25.66,189,6943,2126,47.2,2.1,2.38,57.61,jonna
12.83,20.7,7.7,0.48,0.55,14.91,149,7495,2208,37.43,1.16,1.76,52.08,jonna
14.72,34.93,7.97,1.26,0.69,14.1,257,6652,1975,133.06,1.68,2.15,48.68,jonna
11.77,23.64,8.2,0.51,0.6,10.45,142,6968,2192,17.48,0.87,1.78,34.8,jonna
9.32,38.77,8.2,1.17,0.51,27.67,335,6640,2042,50.34,0.96,1.75,29.62,jonna
12.25,25.02,8.03,0.7,0.67,15.18,190,6811,2184,32.06,1.32,1.82,38.21,jonna
17.37,42.47,6.38,0.4,0.61,22.02,103,5641,1742,46.28,1.49,1.72,117.99,jonna
6.68,21.35,7.9,0.25,0.3,9.31,132,6941,1771,14.89,0.47,1.15,26.17,jonna
8.14,29.88,7.58,2.64,0.51,18.09,174,5580,1663,23.56,1.12,1.3,29.52,jonna
11.76,26.81,7.67,0.42,0.51,22.0,167,5743,1511,44.99,1.12,1.2,48.54,jonna
11.13,28.32,7.76,0.41,0.35,8.19,105,7315,2557,28.41,0.68,1.98,37.36,jonna
14.02,34.73,7.87,0.72,0.58,26.39,164,6299,2335,33.88,1.41,3.22,56.76,jonna
10.48,26.06,8.2,0.46,0.47,7.34,118,6459,2290,20.8,0.7,2.29,30.04,jonna
7.89,25.52,8.29,0.4,0.42,19.16,131,6955,2412,18.69,1.02,2.45,27.29,jonna
10.25,26.85,7.42,0.93,0.45,7.95,153,5711,2288,68.07,0.8,3.61,38.99,jonna
12.16,36.03,7.69,0.48,0.6,15.36,158,6012,2056,30.65,1.12,2.38,54.05,jonna
12.72,32.45,7.62,0.5,0.57,16.77,190,6850,2421,39.58,1.28,2.42,55.72,jonna
13.3,28.58,8.02,0.59,0.61,38.17,158,6526,2329,37.11,2.42,2.94,52.17,jonna
11.23,24.63,8.18,0.38,0.51,19.5,203,7148,2502,18.42,0.82,2.59,33.73,jonna
12.61,24.79,7.77,0.6,0.47,15.95,196,6830,2464,92.49,1.14,2.3,46.99,jonna
13.11,26.64,8.27,0.57,0.56,35.04,237,6368,2293,29.1,1.52,2.94,47.37,jonna
10.8,25.75,8.25,0.49,0.53,11.98,215,6476,2487,11.16,0.83,2.6,35.54,jonna
9.2,21.7,8.45,1.25,0.58,15.02,205,6587,2523,54.37,0.81,3.3,31.8,jonna
13.26,35.33,8.09,0.59,0.73,11.37,150,6380,2638,34.42,1.08,3.43,35.82,jonna
12.56,20.92,8.42,1.34,0.74,46.68,256,5794,2073,55.28,1.49,3.75,32.88,jonna
12.38,31.83,7.82,0.32,0.46,19.28,203,6884,2423,19.23,1.2,2.15,51.72,jonna
9.41,26.01,8.08,0.67,0.61,7.99,125,6444,2332,21.6,0.71,2.65,28.09,jonna
15.06,40.04,7.93,0.78,0.84,34.73,198,7128,2318,46.67,1.41,3.23,55.48,jonna
13.61,31.71,7.25,0.78,0.66,18.89,184,7470,2583,98.91,0.99,2.29,60.55,jonna
12.25,23.46,7.87,0.53,0.57,12.86,167,7870,2512,41.02,1.03,1.94,32.36,jonna
14.69,38.17,7.19,0.36,0.61,21.88,128,5961,1720,43.58,2.77,1.92,93.84,jonna
15.92,39.3,6.9,0.27,0.66,25.36,120,5520,1639,35.66,3.36,1.96,109.89,jonna
13.59,34.38,7.09,0.23,0.61,14.61,103,6016,1714,26.14,0.77,1.91,84.05,jonna
10.41,29.51,7.89,0.29,0.54,13.8,120,6055,1599,19.53,0.76,2.0,44.46,jonna
16.07,48.69,6.07,0.23,0.6,23.59,77,4571,1440,40.71,2.06,1.51,166.85,jonna
16.47,42.89,6.62,0.41,0.82,55.31,119,5828,1782,51.34,1.7,1.68,152.37,jonna
14.55,46.75,7.15,0.43,0.62,76.74,171,5694,1678,57.37,2.64,2.23,113.99,jonna
10.83,27.11,7.71,0.79,0.57,15.94,131,5881,1500,70.7,0.71,1.86,39.49,jonna
10.86,30.0,8.0,0.62,0.59,13.09,121,5626,1627,58.65,1.16,2.23,50.61,jonna
14.49,40.62,7.17,0.51,0.71,12.86,113,6282,1798,48.00409723665077,0.94,1.165925618117596,75.27,jonna
1.04,7.36,8.62,0.98,0.37,4.1,192,7280,878,58.3,0.43,2.71,13.79,jonna
1.29,19.02,8.22,0.31,0.32,5.46,212,9156,1006,4.54,0.4,0.93,13.81,jonna
1.27,25.99,8.27,0.41,0.42,9.21,299,8995,1454,13.67,0.4,1.14,13.79,jonna
1.03,8.57,8.63,0.23,0.42,4.11,196,7970,1164,3.45,0.44,1.02,12.29,jonna
1.12,18.94,8.56,0.34,0.22,4.27,200,8759,1283,3.18,0.38,1.16,10.87,jonna
1.02,13.15,8.16,2.44,0.47,6.6,172,7054,818,55.31,0.38,1.43,11.78,jonna
1.14,29.43,8.33,0.36,0.28,4.23,203,8915,1081,7.92,0.41,0.92,8.54,jonna
1.07,18.09,8.46,0.52,0.36,6.46,179,7364,768,26.85,0.38,0.91,11.88,jonna
1.29,13.72,8.44,0.21,0.29,6.02,237,9176,1245,4.08,0.43,1.04,13.59,jonna
1.07,10.46,8.44,1.4,0.24,1.22,159,8313,1272,126.59,0.33,3.9,6.99,jonna
1.13,13.11,8.61,0.39,0.25,3.73,158,8283,1198,11.24,0.35,1.71,8.41,jonna
1.24,14.81,8.33,0.33,0.45,3.43,281,7357,753,9.57,0.42,0.89,10.83,jonna
1.44,20.59,8.31,0.28,0.35,6.02,298,9007,1197,6.34,0.46,1.22,13.88,jonna
1.49,24.34,8.3,0.73,0.46,1.56,193,7754,1056,78.93,0.42,1.97,12.9,jonna
1.17,12.59,8.24,0.2,0.4,4.01,177,7505,690,5.85,0.39,0.88,11.06,jonna
1.31,19.43,8.11,0.71,0.38,5.86,205,8982,848,17.01,0.4,0.79,13.44,jonna
1.27,10.72,8.91,0.55,0.2,1.43,205,7691,1241,11.57,0.46,3.17,13.94,jonna
1.07,9.85,8.56,0.33,0.26,6.26,186,8711,1142,16.38,0.36,1.15,11.63,jonna
1.01,9.02,8.8,0.32,0.42,6.1,180,7170,795,7.48,0.36,1.94,7.62,jonna
1.35,16.09,8.67,1.58,0.35,1.14,193,6526,1066,234.98,0.29,6.05,6.12,jonna
1.27,15.22,8.28,0.37,0.46,4.4,237,7780,1009,14.68,0.45,1.26,10.8,jonna
1.12,12.45,8.36,0.35,0.4,6.7,159,7856,946,15.48,0.41,1.03,8.21,jonna
1.03,5.94,8.65,0.24,0.27,2.66,121,8607,1430,4.5,0.45,1.15,6.45,jonna
0.89,4.73,8.74,0.23,0.23,2.42,122,9538,1638,5.14,0.35,1.22,5.43,jonna
0.81,4.3,8.81,0.21,0.23,1.45,117,8309,1164,4.74,0.36,1.3,4.69,jonna
1.06,4.52,8.8,0.28,0.2,1.54,145,8935,1349,4.25,0.37,1.4,9.36,jonna
1.05,6.0,8.71,0.29,0.3,2.14,173,7850,829,5.37,0.38,1.66,9.64,jonna
1.38,15.68,8.14,0.32,0.59,13.76,327,9292,1200,11.1,0.46,1.2,11.02,jonna
1.2,13.09,8.45,0.22,0.3,5.84,233,8122,1095,4.3,0.4,1.05,13.77,jonna
1.26,17.87,8.63,0.48,0.62,4.61,256,7734,930,20.11,0.73,2.25,11.81,jonna
1.08,14.73,8.52,0.23,0.66,4.46,186,7602,824,10.33,0.38,0.9,9.33,jonna
1.18,15.87,8.6,0.35,0.44,6.44,222,7898,882,8.45,0.63,1.49,10.86,jonna
1.42,23.83,8.48,0.42,0.49,7.5,250,7787,873,17.68,0.48,1.42,12.37,jonna
1.11,6.35,9.07,0.31,0.47,2.6,162,6077,934,4.5,0.39,0.99,6.52,jonna
1.27,23.42,8.36,0.4,0.4,7.82,297,9095,1264,17.89,0.42,1.22,14.21,jonna
