Soil_type
mix
redsoil
mix
sandy
mix
redsoil
mix
redsoil
black
mix
sandy
sandy
redsoil
sandy
mix
redsoil
mix
black
redsoil
black
sandy
mix
mix
redsoil
redsoil
redsoil
mix
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
mix
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
mix
redsoil
redsoil
sandy
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
black
redsoil
black
black
black
redsoil
redsoil
black
black
redsoil
redsoil
black
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
black
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
black
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
Unknown
sandy
redsoil
redsoil
redsoil
redsoil
sandy
sandy
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
redsoil
black
redsoil
black
black
black
black
redsoil
redsoil
redsoil
black
redsoil
redsoil
black
black
black
black
redsoil
black
redsoil
redsoil
redsoil
black
black
redsoil
redsoil
redsoil
redsoil
black
black
redsoil
redsoil
redsoil
black
black
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
redsoil
black
redsoil
redsoil
black
redsoil
redsoil
black
black
redsoil
redsoil
black
black
black
redsoil
black
redsoil
redsoil
black
redsoil
black
redsoil
redsoil
redsoil
black
black
redsoil
redsoil
redsoil
redsoil
redsoil
black
redsoil
redsoil
redsoil
black
redsoil
redsoil
redsoil
redsoil
black
redsoil
redsoil
black
redsoil
